masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
5162,Bùi Quang,Sang,2005/10/28,1,Long An,HC24
5163,Lê Minh,Hậu,2005/11/22,0,Nam Định,SP23
5164,Lê Văn,Bích,2001/11/8,1,An Giang,PM22
5165,Phan Minh,Tiên,2003/12/25,1,Nam Định,NA23
5166,Bùi Văn,Huỳnh,2003/12/10,1,Long An,HT22
5167,Lê Trung,Vinh,2004/4/7,0,Vĩnh Long,DT24
5168,Phan Mạnh,Thịnh,2003/4/8,0,Long An,HC24
5169,Lê Văn,Cẩm,2003/3/23,1,Tiền Giang,TI24
5170,Phạm Nhật,Giang,2001/10/24,0,Tây Ninh,TU22
5171,Phạm Hoài,Thành,2000/3/5,0,HCM,HC24
5172,Võ Mạnh,Phước,2002/12/21,0,Trà Vinh,SP22
5173,Võ Nhật,Đại,2004/5/4,1,An Giang,SP22
5174,Bùi Thế,Ánh,2003/3/19,1,Trà Vinh,PM24
5175,Trương Thế,Tiên,2001/11/9,1,Vĩnh Long,TU24
5176,Phạm Minh,Phúc,2001/11/25,1,Long An,PM24
5177,Bùi Mạnh,Sơn,2003/3/29,1,Tiền Giang,TU22
5178,Phạm Hữu,Hà,2001/9/30,0,Long An,TI24
5179,Nguyễn Minh,Vy,2001/3/20,1,Tiền Giang,TI24
5180,Phạm Minh,Cẩm,2003/3/30,0,Long An,SP24
5181,Phan Thế,Bạch,2003/1/3,0,An Giang,MK24
5182,Nguyễn Gia,Bảo,2001/9/12,1,Nam Định,TO24
5183,Nguyễn Gia,Băng,2003/4/8,0,Tây Ninh,TI24
5184,Trương Hoài,Ngọc,2002/5/10,1,Long An,NA22
5185,Nguyễn Văn,Uyên,2003/8/20,1,Long An,LU24
5186,Phan Thế,Hậu,2001/6/23,1,Cần Thơ,HT22
5187,Nguyễn Văn,Long,2003/10/19,1,Vĩnh Long,DT24
5188,Phạm Văn,Đạt,2002/3/18,1,An Giang,TO24
5189,Trần Nhật,Đại,2001/5/26,1,Tây Ninh,MK24
5190,Phạm Minh,Khang,2003/10/17,0,Vĩnh Long,SP22
5191,Võ Hoàng,Oanh,2001/2/1,1,HCM,HD24
5192,Trần Minh,Hồng,2005/2/10,0,Tiền Giang,NA24
5193,Trương Minh,Ân,2000/1/21,0,Nam Định,TU22
5194,Trương Mạnh,Khôi,2003/8/15,0,Trà Vinh,VL24
5195,Lê Văn,Thịnh,2000/11/16,1,Trà Vinh,HT23
5196,Trần Minh,Ngọc,2005/1/16,1,Tây Ninh,HT22
5197,Trần Nhật,Vỹ,2000/10/16,0,Vĩnh Long,SP24
5198,Lê Quang,Hồng,2005/1/19,0,Cần Thơ,TU24
5199,Nguyễn Mạnh,Châu,2005/10/5,1,Long An,HT22
5200,Lê Minh,Chi,2002/1/26,0,HCM,VL24
5201,Trần Trung,Dương,2004/11/21,1,Tây Ninh,VL24
5202,Nguyễn Mạnh,Diễm,2000/2/7,0,Tây Ninh,NA23
5203,Phạm Thị,Khánh,2001/4/30,0,Nam Định,SP23
5204,Võ Hoàng,Hà,2002/1/21,0,An Giang,TI24
5205,Phan Trung,Hồng,2004/1/10,1,Cần Thơ,TU22
5206,Bùi Hoàng,Huỳnh,2001/1/21,0,Tiền Giang,MK24
5207,Trương Quang,Long,2001/5/10,0,Cần Thơ,PM24
5208,Trương Hoài,Tấn,2000/3/19,1,Nam Định,NA24
5209,Trần Thị,Băng,2000/5/6,0,Cần Thơ,TM24
5210,Trương Minh,Đại,2001/9/27,0,Vĩnh Long,TU22
5211,Võ Thế,Khánh,2000/4/1,1,Trà Vinh,TU24
5212,Phan Văn,Tiên,2005/2/8,1,Nam Định,HT23
5213,Trương Thế,Phượng,2003/1/2,0,Trà Vinh,TM24
5214,Nguyễn Hoàng,Tài,2005/5/4,0,Tiền Giang,VL24
5215,Phan Hữu,Lợi,2003/9/28,0,Tiền Giang,SP23
5216,Trương Nhật,Nhã,2000/7/17,0,HCM,TI24
5217,Võ Nhật,Khải,2005/3/8,1,Trà Vinh,NA22
5218,Nguyễn Văn,Mỹ,2002/11/25,1,An Giang,PM21
5219,Võ Gia,Chi,2003/12/20,0,Nam Định,TU22
5220,Bùi Trung,Nghĩa,2004/3/2,1,An Giang,TC24
5221,Lê Quang,Chi,2002/12/6,0,An Giang,MT24
5222,Võ Thị,Giang,2005/6/3,0,HCM,TC23
5223,Võ Trung,Oanh,2001/1/24,0,Nam Định,TU23
5224,Bùi Mạnh,Khánh,2001/11/29,1,Tây Ninh,HD24
5225,Bùi Hữu,Uyên,2000/9/7,0,An Giang,MK24
5226,Bùi Nhật,Chi,2004/9/9,0,An Giang,TU22
5227,Trần Gia,Lợi,2002/7/25,1,Nam Định,LU24
5228,Trần Mạnh,Dương,2001/7/10,0,Trà Vinh,HT22
5229,Nguyễn Quang,Duy,2001/5/30,0,Nam Định,TU22
5230,Nguyễn Văn,Cẩm,2005/2/6,1,Trà Vinh,TC23
5231,Võ Nhật,Anh,2002/8/21,1,HCM,MT24
5232,Võ Văn,Uyên,2002/4/26,1,Long An,PM23
5233,Phạm Trung,Tài,2004/2/2,0,Vĩnh Long,NA24
5234,Võ Minh,Đạt,2005/3/20,0,Nam Định,SP24
5235,Phan Gia,Bình,2004/10/3,0,Cần Thơ,TU23
5236,Phạm Thị,Thanh,2004/9/24,0,Cần Thơ,DT24
5237,Võ Minh,Khải,2001/7/26,0,An Giang,TU23
5238,Trương Thế,Giang,2005/4/27,0,Vĩnh Long,TI24
5239,Phan Hữu,Vỹ,2004/7/24,1,Tây Ninh,TU23
5240,Lê Trung,Bạch,2001/6/24,1,An Giang,SP23
5241,Trần Thị,Tài,2004/7/6,0,Nam Định,VL24
5242,Nguyễn Hữu,Khanh,2000/2/9,0,Tiền Giang,HT24
5243,Phan Trung,Oanh,2001/10/1,0,Tây Ninh,NA24
5244,Lê Thị,Chi,2000/12/1,0,Tây Ninh,HC24
5245,Trương Hữu,Vy,2003/2/21,0,Vĩnh Long,MT24
5246,Võ Minh,Đức,2005/11/18,0,Tây Ninh,HT23
5247,Võ Hữu,Khanh,2002/4/28,0,Tiền Giang,PM24
5248,Võ Trung,Danh,2005/11/6,1,An Giang,NA22
5249,Phan Gia,Thắng,2002/1/30,0,Cần Thơ,HT23
5250,Bùi Trung,Phượng,2001/9/6,0,Tây Ninh,PM23
5251,Trần Gia,Hà,2001/11/25,1,Tây Ninh,SP22
5252,Trương Minh,Dương,2001/11/19,1,Tây Ninh,TU24
5253,Võ Thế,An,2004/11/29,0,Long An,VL24
5254,Bùi Mạnh,Ân,2004/2/10,0,Cần Thơ,NA24
5255,Trương Mạnh,Bình,2002/12/12,1,Cần Thơ,NA23
5256,Lê Gia,Vân,2001/11/28,1,Nam Định,HQ24
5257,Nguyễn Gia,Phương,2000/8/23,0,Tiền Giang,NA24
5258,Trần Thế,Giang,2005/10/7,0,Tây Ninh,LU24
5259,Bùi Thế,Khôi,2004/10/2,0,HCM,TC24
5260,Phạm Thế,Giang,2003/5/18,0,Long An,HD24
5261,Lê Mạnh,Tiên,2002/2/18,1,HCM,VL24
5262,Lê Hoàng,My,2004/11/3,1,HCM,MT24
5263,Phạm Quang,Vỹ,2001/5/15,1,Nam Định,NA22
5264,Bùi Thế,Mỹ,2000/5/15,1,Tiền Giang,SP22
5265,Phan Hoàng,Vân,2003/1/24,1,Cần Thơ,TO24
5266,Phan Văn,Huỳnh,2001/2/17,1,Vĩnh Long,PM23
5267,Bùi Minh,Hà,2000/11/20,1,Long An,PM23
5268,Trần Hoài,Anh,2004/1/8,1,Vĩnh Long,NA22
5269,Nguyễn Trung,Long,2005/12/12,0,Nam Định,PM21
5270,Lê Hoàng,Kim,2002/6/16,0,Vĩnh Long,NA23
5271,Lê Quang,Như,2005/3/3,0,An Giang,HD24
5272,Bùi Gia,Oanh,2000/11/16,1,Tây Ninh,HQ24
5273,Trương Văn,Cường,2000/12/3,1,Vĩnh Long,HT23
5274,Phạm Mạnh,Thắng,2001/6/28,0,Tiền Giang,HT23
5275,Lê Hoàng,Dương,2005/5/16,1,Trà Vinh,NA22
5276,Nguyễn Hoàng,Duyên,2003/11/30,1,HCM,SP23
5277,Võ Hoài,Giang,2005/1/26,0,Trà Vinh,VL24
5278,Trần Hoài,Hà,2004/8/8,0,Trà Vinh,HQ23
5279,Trần Gia,Sang,2001/7/5,0,Cần Thơ,HD24
5280,Lê Hữu,Phúc,2005/1/25,1,Tiền Giang,HQ24
5281,Trương Mạnh,Băng,2002/9/17,0,Tiền Giang,DT24
5282,Phan Nhật,Phú,2000/6/28,0,An Giang,SP24
5283,Phan Văn,Khôi,2000/4/14,1,Trà Vinh,PM24
5284,Nguyễn Minh,Tài,2005/1/1,0,Cần Thơ,TC24
5285,Nguyễn Gia,Ngọc,2000/11/5,0,Cần Thơ,HQ24
5286,Bùi Trung,Tài,2002/12/8,1,Tiền Giang,TC23
5287,Phạm Mạnh,Thắng,2000/1/10,1,Tây Ninh,MT24
5288,Trần Thế,Phước,2003/6/14,0,HCM,TM24
5289,Võ Thế,Bích,2001/9/20,1,Tiền Giang,PM22
5290,Võ Quang,Trang,2004/5/28,0,Trà Vinh,VL24
5291,Bùi Hữu,Cường,2001/5/14,1,HCM,SP24
5292,Nguyễn Nhật,Thương,2003/6/24,1,Vĩnh Long,PM21
5293,Bùi Nhật,Thành,2001/9/16,0,Long An,TM24
5294,Trương Hoàng,Phúc,2005/12/24,1,HCM,HT23
5295,Võ Hoàng,Tấn,2004/5/5,0,Tiền Giang,SP23
5296,Võ Trung,My,2000/10/11,0,Nam Định,HD24
5297,Phan Văn,Dung,2003/4/12,1,HCM,HQ23
5298,Phan Văn,Sơn,2004/5/10,1,Nam Định,PM23
5299,Trần Văn,Khôi,2005/7/27,1,HCM,SP23
5300,Bùi Hoàng,Ngân,2003/8/3,1,Tiền Giang,LU24
5301,Bùi Trung,My,2000/12/22,1,Cần Thơ,TU24
5302,Phạm Trung,Đạt,2002/7/28,1,Cần Thơ,LU24
5303,Võ Gia,Bình,2002/11/23,0,Cần Thơ,TO24
5304,Phan Thế,Duy,2005/4/17,1,Vĩnh Long,TI24
5305,Phạm Mạnh,Bảo,2004/8/17,0,HCM,TM24
5306,Trương Hoài,Vỹ,2001/1/19,0,HCM,MT24
5307,Trương Gia,Linh,2001/6/19,0,Long An,TU22
5308,Lê Gia,Khôi,2004/11/14,1,Cần Thơ,SP22
5309,Trần Minh,Hậu,2003/8/28,0,Vĩnh Long,TM24
5310,Trần Mạnh,Oanh,2003/4/15,1,An Giang,PM21
5311,Nguyễn Hoàng,Tài,2002/7/1,1,Trà Vinh,PM22
5312,Võ Mạnh,Nhã,2001/9/17,1,Trà Vinh,NA24
5313,Bùi Hữu,Bình,2002/8/14,0,Tiền Giang,VL24
5314,Lê Gia,Thắng,2002/3/8,0,Vĩnh Long,MT24
5315,Trần Thế,Dung,2003/2/6,0,Tây Ninh,HD24
5316,Lê Gia,Cẩm,2000/6/27,1,Cần Thơ,TU24
5317,Phạm Hoàng,Băng,2005/6/10,0,Nam Định,HQ24
5318,Trần Gia,Cẩm,2005/5/26,0,An Giang,HT22
5319,Phạm Hoài,Hà,2003/7/4,1,An Giang,SP22
5320,Phạm Thị,Nghĩa,2003/8/12,0,Vĩnh Long,PM23
5321,Bùi Gia,Ngọc,2003/4/12,1,Nam Định,PM21
5322,Phạm Quang,Sang,2001/11/23,0,Cần Thơ,DT24
5323,Trương Hoàng,Sương,2003/12/16,1,HCM,HT24
5324,Trương Trung,Bạch,2003/5/4,0,An Giang,HT22
5325,Phạm Hoàng,Vỹ,2004/3/1,0,Vĩnh Long,SP23
5326,Nguyễn Gia,Khanh,2005/3/5,1,HCM,PM22
5327,Phan Trung,Thắng,2005/6/9,0,An Giang,DL24
5328,Trần Quang,Bảo,2005/9/22,1,Trà Vinh,SP22
5329,Võ Thị,Bình,2001/4/13,0,Long An,MT24
5330,Võ Minh,Ánh,2000/3/24,0,Tây Ninh,SP22
5331,Phan Hữu,Châu,2001/6/5,1,An Giang,PM24
5332,Võ Hoài,Ngọc,2004/10/19,0,Nam Định,PM24
5333,Phạm Thị,Tiên,2005/4/11,0,Long An,SP23
5334,Trương Thị,Duy,2002/1/27,0,Trà Vinh,NA22
5335,Nguyễn Mạnh,An,2000/5/25,1,Nam Định,MK24
5336,Trần Trung,My,2001/10/12,0,Tây Ninh,NA24
5337,Trần Minh,Trang,2002/5/22,0,Cần Thơ,TC24
5338,Phạm Quang,Bình,2005/8/20,0,An Giang,PM21
5339,Phan Hoài,Vân,2003/9/8,0,Long An,TO24
5340,Võ Mạnh,Khôi,2004/7/14,1,HCM,TI24
5341,Lê Thị,Giang,2003/11/17,0,Long An,DT24
5342,Phạm Trung,Ngân,2001/6/29,0,Tây Ninh,PM23
5343,Trần Hoài,Huỳnh,2004/12/4,1,Nam Định,MK24
5344,Phạm Thế,Châu,2003/11/3,0,Vĩnh Long,TI24
5345,Lê Thế,Cường,2004/7/9,1,An Giang,NA23
5346,Trương Thế,Ngân,2003/6/14,0,Nam Định,SP24
5347,Phạm Trung,Duy,2001/8/8,0,Long An,TU24
5348,Trần Văn,Ánh,2001/4/8,1,Tiền Giang,LU24
5349,Phạm Hữu,Long,2003/9/22,0,Trà Vinh,VL24
5350,Võ Hoài,Hồng,2002/2/7,1,Nam Định,HQ23
5351,Trần Nhật,Sơn,2004/10/21,1,Cần Thơ,TM24
5352,Phan Hoàng,Oanh,2002/4/30,0,Cần Thơ,TO24
5353,Bùi Nhật,Duyên,2003/1/24,0,HCM,HQ24
5354,Lê Trung,Sơn,2003/5/11,1,Long An,HC24
5355,Lê Thế,Bạch,2005/10/23,0,Cần Thơ,TM24
5356,Võ Trung,Hậu,2003/6/11,1,Long An,TO24
5357,Võ Trung,Trang,2000/1/20,1,HCM,SP24
5358,Trương Gia,Châu,2003/2/19,1,Trà Vinh,HQ23
5359,Nguyễn Hữu,Hà,2000/9/11,0,An Giang,HC24
5360,Phạm Hoài,Duy,2005/8/15,1,Tây Ninh,LU24
5361,Phan Gia,Đại,2001/12/8,0,Vĩnh Long,DT24
5362,Phan Hoàng,Vy,2000/11/2,0,An Giang,NA24
5363,Trương Minh,Long,2004/4/19,0,HCM,TM24
5364,Nguyễn Trung,Hồng,2004/1/6,0,HCM,HT24
5365,Võ Hữu,Ngọc,2000/11/17,1,Vĩnh Long,TU24
5366,Phạm Hoài,Ngọc,2004/2/27,1,Nam Định,HQ24
5367,Phan Nhật,Như,2000/9/17,0,HCM,MK24
5368,Trương Quang,Anh,2004/10/16,1,Nam Định,HT22
5369,Trương Văn,Phúc,2004/6/20,1,Cần Thơ,DL24
5370,Trương Thị,Ân,2004/5/24,0,Nam Định,NA23
5371,Bùi Gia,Mỹ,2002/4/16,1,Vĩnh Long,MK24
5372,Trần Hữu,Dung,2002/2/21,0,Vĩnh Long,DL24
5373,Phạm Hoài,Uyên,2003/1/30,0,Long An,HT23
5374,Trương Hoài,Hậu,2001/5/23,0,An Giang,SP22
5375,Phan Nhật,Trang,2003/9/8,0,Trà Vinh,HQ24
5376,Phạm Hữu,Long,2000/4/28,0,Nam Định,NA22
5377,Võ Minh,Thanh,2003/1/3,1,Tiền Giang,TC24
5378,Phan Văn,Đức,2000/5/9,1,HCM,PM23
5379,Trần Trung,Kiều,2003/7/14,1,Long An,LU24
5380,Lê Thị,Bảo,2003/11/8,0,An Giang,SP22
5381,Phan Mạnh,Nhã,2000/6/26,1,Cần Thơ,NA24
5382,Trương Quang,Ánh,2005/12/25,1,An Giang,SP22
5383,Lê Hữu,Tài,2000/1/28,1,Cần Thơ,NA22
5384,Nguyễn Hoàng,Vinh,2002/10/28,1,Trà Vinh,NA24
5385,Nguyễn Nhật,Đức,2002/1/27,0,HCM,TC23
5386,Lê Thị,Long,2004/1/2,0,An Giang,DL24
5387,Phạm Trung,Ánh,2002/11/26,1,An Giang,DT24
5388,Bùi Hữu,Sơn,2003/12/26,1,HCM,VL24
5389,Phạm Trung,Đạt,2000/3/19,0,Tây Ninh,SP22
5390,Nguyễn Gia,Khôi,2004/2/21,0,Long An,TC24
5391,Lê Nhật,Dung,2003/1/4,0,An Giang,NA23
5392,Nguyễn Nhật,Mỹ,2003/12/19,1,Trà Vinh,HD24
5393,Phan Hoàng,Giang,2004/11/11,1,Tiền Giang,HC24
5394,Lê Hữu,Linh,2002/6/1,1,HCM,LU24
5395,Lê Minh,My,2004/7/4,0,Tiền Giang,SP22
5396,Bùi Hữu,Thương,2003/3/8,0,Trà Vinh,HT23
5397,Võ Hoàng,Oanh,2003/12/28,0,An Giang,SP23
5398,Lê Hoàng,An,2001/10/8,1,Vĩnh Long,TU24
5399,Phạm Trung,Đạt,2002/5/16,0,An Giang,TO24
5400,Bùi Gia,Diễm,2000/3/5,1,Cần Thơ,HC24
5401,Phạm Nhật,Duy,2000/4/4,0,Cần Thơ,LU24
5402,Bùi Hoài,Bình,2003/4/15,1,An Giang,PM24
5403,Lê Minh,Duy,2003/5/6,1,Nam Định,NA23
5404,Phan Văn,Chi,2004/2/27,1,An Giang,TU24
5405,Nguyễn Hữu,Vinh,2005/12/10,0,Nam Định,NA24
5406,Bùi Minh,Sơn,2000/3/5,1,Tiền Giang,VL24
5407,Phạm Hoàng,Long,2005/8/12,0,Vĩnh Long,LU24
5408,Trần Trung,Sương,2005/1/12,1,Trà Vinh,HT24
5409,Võ Quang,Nghĩa,2005/3/16,1,Nam Định,HT22
5410,Nguyễn Nhật,Nhã,2000/11/2,0,Long An,HD24
5411,Phan Mạnh,Tấn,2004/11/15,1,Tiền Giang,TI24
5412,Nguyễn Hữu,Phương,2003/5/25,1,Tây Ninh,DL24
5413,Võ Hoàng,Phú,2002/4/9,1,Trà Vinh,HQ23
5414,Võ Văn,Uyên,2002/12/11,1,Tiền Giang,SP22
5415,Phạm Hoàng,Oanh,2001/11/14,1,Vĩnh Long,NA24
5416,Phạm Văn,Dung,2004/3/19,1,Nam Định,VL24
5417,Trương Hữu,Lợi,2000/1/4,1,Tây Ninh,NA22
5418,Nguyễn Minh,Kiều,2001/4/25,0,Vĩnh Long,DT24
5419,Võ Quang,Thành,2005/9/6,0,HCM,HQ24
5420,Trương Thế,Châu,2001/7/11,0,Cần Thơ,HT23
5421,Bùi Hữu,Bình,2005/3/10,1,Vĩnh Long,TM24
5422,Lê Gia,Long,2002/1/22,1,Tây Ninh,PM22
5423,Nguyễn Mạnh,Duyên,2002/8/8,0,Vĩnh Long,TC24
5424,Lê Nhật,Đức,2000/12/27,0,Cần Thơ,TI24
5425,Trương Thị,Sơn,2001/1/26,0,Cần Thơ,PM22
5426,Phạm Gia,An,2002/10/1,1,Long An,NA22
5427,Phan Minh,Sơn,2000/2/16,1,HCM,SP24
5428,Lê Văn,Chi,2005/9/5,1,Trà Vinh,NA24
5429,Lê Hoàng,Thắng,2003/4/27,0,Vĩnh Long,PM23
5430,Phạm Nhật,Thịnh,2001/2/19,1,Vĩnh Long,HC24
5431,Trương Gia,Ngọc,2002/4/24,1,Vĩnh Long,PM21
5432,Phạm Hoài,Khải,2003/10/29,1,Trà Vinh,MK24
5433,Võ Mạnh,Phượng,2001/7/26,0,Nam Định,PM21
5434,Lê Hoài,Ánh,2000/1/12,0,HCM,TO24
5435,Bùi Quang,My,2002/3/27,1,Vĩnh Long,DL24
5436,Nguyễn Thị,Đại,2004/2/16,0,Cần Thơ,DT24
5437,Phan Hoài,Hà,2004/2/9,1,Nam Định,HQ23
5438,Lê Thị,Kiều,2003/2/22,0,HCM,TU23
5439,Phan Minh,Khôi,2003/10/25,1,Nam Định,HT23
5440,Lê Quang,Băng,2003/7/26,0,Vĩnh Long,HQ24
5441,Trương Gia,Bạch,2003/9/2,0,Tiền Giang,HT24
5442,Trần Hữu,Thành,2003/5/3,0,Nam Định,NA23
5443,Trương Hoàng,Phương,2005/3/29,1,Trà Vinh,PM23
5444,Võ Thế,Thanh,2001/5/7,1,Vĩnh Long,HT22
5445,Nguyễn Gia,Kiều,2003/3/24,1,Nam Định,PM21
5446,Trần Hoài,Kim,2005/7/4,0,An Giang,SP23
5447,Phạm Mạnh,Đức,2000/8/22,0,Long An,HD24
5448,Võ Minh,Thành,2002/4/14,1,Nam Định,TO24
5449,Lê Mạnh,Tấn,2003/2/18,0,Long An,NA22
5450,Phạm Hữu,Thanh,2004/11/14,0,HCM,NA23
5451,Trần Hoài,My,2005/3/12,1,Trà Vinh,VL24
5452,Bùi Trung,Hồng,2005/5/15,1,Vĩnh Long,HT23
5453,Bùi Trung,Phương,2004/5/29,0,Cần Thơ,MK24
5454,Phạm Hữu,Phương,2004/2/26,0,HCM,NA22
5455,Phạm Hoài,Đạt,2001/7/21,0,Trà Vinh,PM21
5456,Lê Trung,Kim,2001/9/30,1,Tiền Giang,HD24
5457,Nguyễn Mạnh,Long,2002/7/29,0,An Giang,DL24
5458,Nguyễn Minh,Phú,2000/12/1,1,Long An,SP22
5459,Trương Hữu,Khánh,2005/12/25,1,An Giang,TM24
5460,Nguyễn Hữu,Thương,2005/12/25,1,HCM,HC24
5461,Phạm Hoàng,Bạch,2005/1/17,1,Vĩnh Long,HC24
5462,Phan Trung,Khánh,2005/11/26,1,Long An,SP23
5463,Bùi Hoàng,Tiên,2000/2/14,1,Trà Vinh,HT22
5464,Nguyễn Mạnh,Sang,2000/3/2,0,Nam Định,VL24
5465,Phan Hữu,Mỹ,2003/8/19,0,Trà Vinh,HQ24
5466,Trương Văn,Diễm,2001/6/1,1,Nam Định,TU23
5467,Phạm Thế,Duy,2000/9/7,1,HCM,NA22
5468,Trần Trung,Tấn,2001/11/14,0,Cần Thơ,DL24
5469,Trần Hoài,Cường,2003/3/10,1,Long An,HT24
5470,Võ Hữu,Ngân,2003/5/11,1,Nam Định,LU24
5471,Bùi Gia,Diễm,2000/4/23,0,Vĩnh Long,TC24
5472,Phan Gia,Tiên,2004/10/20,1,Vĩnh Long,VL24
5473,Trương Thế,Giang,2003/8/26,0,Cần Thơ,TO24
5474,Nguyễn Hữu,Duy,2001/6/4,0,Tây Ninh,SP22
5475,Phan Nhật,My,2004/2/10,0,An Giang,LU24
5476,Phan Hữu,Hà,2001/12/27,1,HCM,TU23
5477,Bùi Hoàng,Châu,2005/7/11,0,Long An,HD24
5478,Phạm Mạnh,Kiều,2004/6/16,1,Long An,MT24
5479,Phạm Hữu,Lợi,2003/7/25,0,Tiền Giang,TU24
5480,Lê Quang,Thịnh,2002/4/26,1,Nam Định,TC23
5481,Lê Hoàng,Tấn,2002/8/16,0,Tiền Giang,PM21
5482,Lê Quang,Chi,2004/1/11,1,Vĩnh Long,DT24
5483,Phan Minh,Lợi,2005/5/10,1,Tây Ninh,TO24
5484,Bùi Hữu,Dung,2005/10/7,1,Cần Thơ,HC24
5485,Phạm Quang,Sơn,2004/4/10,1,Trà Vinh,HT22
5486,Trần Hoài,Thịnh,2000/11/12,1,Tây Ninh,NA24
5487,Bùi Hoàng,Long,2002/10/5,0,Long An,DT24
5488,Trần Hữu,Khang,2004/3/1,1,Cần Thơ,DT24
5489,Phan Hữu,Đại,2001/5/14,1,Tiền Giang,TM24
5490,Phạm Mạnh,Như,2002/4/18,1,Tây Ninh,NA24
5491,Phan Trung,Thịnh,2003/3/16,0,Cần Thơ,SP23
5492,Trương Hữu,Bình,2000/7/7,1,HCM,TU24
5493,Nguyễn Thị,Đạt,2001/12/26,0,Vĩnh Long,TU23
5494,Bùi Quang,Ngọc,2005/1/16,0,Tiền Giang,NA23
5495,Lê Thế,Phú,2003/2/26,1,Nam Định,NA22
5496,Bùi Nhật,Băng,2004/1/29,1,Tây Ninh,SP23
5497,Nguyễn Trung,Tấn,2001/3/19,1,Tiền Giang,NA24
5498,Trần Trung,Bình,2003/6/6,1,Trà Vinh,PM21
5499,Bùi Minh,Như,2004/1/27,1,Trà Vinh,TO24
5500,Bùi Thị,Kim,2005/5/7,0,Trà Vinh,TI24
5501,Võ Minh,Vy,2004/6/20,0,Trà Vinh,TU22
5502,Phạm Minh,Phước,2002/5/21,0,Tây Ninh,VL24
5503,Lê Minh,Khải,2003/5/4,1,Vĩnh Long,TU23
5504,Phạm Gia,Thắng,2000/9/23,1,HCM,HQ23
5505,Trương Mạnh,Sơn,2000/11/18,0,Long An,TI24
5506,Phan Thị,Tiên,2002/2/1,0,Cần Thơ,PM21
5507,Phạm Hữu,Bảo,2002/10/9,0,Vĩnh Long,MT24
5508,Trương Hữu,Phúc,2000/4/26,1,Trà Vinh,MK24
5509,Lê Hoài,Châu,2001/10/2,1,Cần Thơ,MK24
5510,Võ Mạnh,Sơn,2002/10/12,0,Tây Ninh,HC24
5511,Nguyễn Minh,Ánh,2003/12/3,0,An Giang,SP23
5512,Bùi Văn,Thắng,2003/3/9,1,Nam Định,NA23
5513,Nguyễn Thế,Dung,2001/10/9,1,Tây Ninh,NA22
5514,Lê Minh,Cường,2005/8/6,0,An Giang,HD24
5515,Nguyễn Minh,Đại,2002/7/26,1,Vĩnh Long,PM21
5516,Trần Minh,Tiên,2003/7/3,0,An Giang,PM24
5517,Phan Gia,Hồng,2002/6/2,0,Tiền Giang,NA24
5518,Trần Trung,Dương,2000/6/20,0,Vĩnh Long,SP23
5519,Lê Thị,Băng,2005/1/17,0,HCM,NA23
5520,Lê Thế,Thịnh,2002/10/2,1,Vĩnh Long,DT24
5521,Phạm Quang,Anh,2005/7/27,1,Vĩnh Long,TI24
5522,Trần Minh,An,2003/9/17,1,Vĩnh Long,TU22
5523,Trần Nhật,Thịnh,2000/10/18,1,Vĩnh Long,PM24
5524,Phan Gia,Danh,2004/11/14,0,Trà Vinh,NA24
5525,Lê Gia,Thanh,2001/3/27,1,An Giang,MK24
5526,Lê Hoài,My,2003/2/19,0,An Giang,HT23
5527,Nguyễn Minh,Khánh,2004/11/24,1,Cần Thơ,TU24
5528,Trương Nhật,Nhã,2001/9/11,1,HCM,LU24
5529,Nguyễn Gia,Mỹ,2005/3/10,0,Tây Ninh,SP22
5530,Nguyễn Văn,My,2004/3/21,1,Nam Định,SP24
5531,Bùi Hoài,An,2005/1/23,1,Vĩnh Long,PM21
5532,Võ Thị,Bình,2003/3/17,0,Vĩnh Long,NA23
5533,Trương Thế,Chi,2001/12/24,1,Long An,TM24
5534,Phan Mạnh,Nhi,2003/9/9,0,Vĩnh Long,NA24
5535,Nguyễn Trung,Đại,2002/2/13,1,Nam Định,VL24
5536,Trương Thế,Thắng,2004/8/19,0,Long An,TC23
5537,Phan Nhật,Đức,2000/8/6,1,Vĩnh Long,TC23
5538,Trương Thị,Nghĩa,2003/5/11,0,Nam Định,NA23
5539,Nguyễn Thị,Tài,2001/4/25,0,Nam Định,HC24
5540,Lê Trung,Hồng,2000/3/9,1,Tiền Giang,PM23
5541,Phạm Mạnh,Dung,2004/2/2,0,HCM,HQ24
5542,Lê Hoàng,Phú,2002/12/27,0,Tiền Giang,NA22
5543,Phan Nhật,Trang,2001/3/11,0,Nam Định,HD24
5544,Phạm Minh,Thịnh,2005/9/21,1,Long An,SP23
5545,Bùi Mạnh,Long,2002/3/15,1,HCM,HT22
5546,Võ Mạnh,Bạch,2001/11/19,1,Cần Thơ,PM22
5547,Lê Minh,Mỹ,2003/9/8,0,Vĩnh Long,SP24
5548,Trương Hoàng,Thanh,2001/4/6,1,Vĩnh Long,PM21
5549,Phan Trung,Vân,2003/9/11,0,HCM,HT22
5550,Nguyễn Trung,Ngọc,2004/1/24,0,Vĩnh Long,TC23
5551,Nguyễn Hoài,Khải,2000/3/7,0,Trà Vinh,TU22
5552,Nguyễn Minh,Sơn,2004/7/3,0,Cần Thơ,NA23
5553,Phạm Trung,Lợi,2000/12/17,1,HCM,NA23
5554,Trần Hữu,Bình,2002/1/7,1,Tiền Giang,TC23
